{'BM': 19605698.077646073, 'ijk': (6, '-', 22, '-', 3)}
{'BM': -37638392.21581027, 'ijk': (14, '-', 27, '-', 1)}
{'BM': -37654262.23399678, 'ijk': (5, '-', 2, '-', 25)}
{'BM': -37654595.38894953, 'ijk': (14, '-', 17, '-', 11)}
{'BM': -37657257.31098675, 'ijk': (16, '-', 28, '-', 16)}
{'BM': -37658458.12561177, 'ijk': (14, '-', 22, '-', 26)}
{'BM': -37663476.69189974, 'ijk': (15, '-', 25, '-', 21)}
{'BM': -37664062.02498909, 'ijk': (10, '-', 11, '-', 20)}
{'BM': -37674617.78357205, 'ijk': (13, '-', 17, '-', 20)}
{'BM': -37675757.39411032, 'ijk': (15, '-', 22, '-', 17)}
{'BM': -37685383.29141223, 'ijk': (6, '-', 4, '-', 25)}
{'BM': -37696425.12837165, 'ijk': (10, '-', 7, '-', 2)}
{'BM': -37702707.60895596, 'ijk': (6, '-', 2, '-', 16)}
{'BM': -37704401.897430114, 'ijk': (16, '-', 29, '-', 17)}
{'BM': -37713190.81477044, 'ijk': (9, '-', 10, '-', 25)}
{'BM': -37731634.2692155, 'ijk': (11, '-', 12, '-', 16)}
{'BM': -37737674.96130579, 'ijk': (15, '-', 28, '-', 25)}
{'BM': -37755479.2679756, 'ijk': (13, '-', 16, '-', 16)}
{'BM': -37762455.050677866, 'ijk': (17, '-', 26, '-', 4)}
{'BM': -37763458.67922457, 'ijk': (10, '-', 12, '-', 25)}
{'BM': -37764614.689141706, 'ijk': (16, '-', 25, '-', 12)}
{'BM': -37772043.48617988, 'ijk': (7, '-', 4, '-', 16)}
{'BM': -37775572.92291362, 'ijk': (12, '-', 15, '-', 20)}
{'BM': -37777462.57124842, 'ijk': (13, '-', 15, '-', 11)}
{'BM': -37792476.318764366, 'ijk': (15, '-', 19, '-', 11)}
{'BM': -37793770.59424918, 'ijk': (11, '-', 9, '-', 2)}
{'BM': -37799626.91676849, 'ijk': (8, '-', 8, '-', 25)}
{'BM': -37805725.72639859, 'ijk': (11, '-', 11, '-', 11)}
{'BM': -37806673.77642651, 'ijk': (12, '-', 13, '-', 11)}
{'BM': -37816471.74638567, 'ijk': (14, '-', 24, '-', 29)}
{'BM': -37824011.390735164, 'ijk': (10, '-', 10, '-', 16)}
{'BM': -37832777.785173275, 'ijk': (11, '-', 14, '-', 25)}
{'BM': -37842110.98108972, 'ijk': (13, '-', 20, '-', 1)}
{'BM': -37850886.221761204, 'ijk': (16, '-', 22, '-', 8)}
{'BM': -37858647.92056564, 'ijk': (11, '-', 10, '-', 7)}
{'BM': -37859843.10773902, 'ijk': (13, '-', 13, '-', 2)}
{'BM': -37866798.49236176, 'ijk': (7, '-', 2, '-', 7)}
{'BM': -37871838.54480146, 'ijk': (8, '-', 4, '-', 7)}
{'BM': -37880079.95436784, 'ijk': (15, '-', 24, '-', 20)}
{'BM': -37885231.50188085, 'ijk': (12, '-', 11, '-', 2)}
{'BM': -37887119.57215996, 'ijk': (15, '-', 21, '-', 16)}
{'BM': -37902454.42842466, 'ijk': (17, '-', 28, '-', 2)}
{'BM': -37903184.98407799, 'ijk': (14, '-', 21, '-', 25)}
{'BM': -37911498.66035349, 'ijk': (15, '-', 27, '-', 24)}
{'BM': -37916526.99501486, 'ijk': (9, '-', 8, '-', 16)}
{'BM': -37925936.15374462, 'ijk': (11, '-', 9, '-', 1)}
{'BM': -37927293.21722657, 'ijk': (8, '-', 6, '-', 16)}
{'BM': -37939926.77127178, 'ijk': (12, '-', 16, '-', 25)}
{'BM': -37946641.72504649, 'ijk': (9, '-', 6, '-', 7)}
{'BM': -37946964.53266296, 'ijk': (17, '-', 28, '-', 7)}
{'BM': -37959585.6705255, 'ijk': (16, '-', 27, '-', 15)}
{'BM': -37962244.39203554, 'ijk': (16, '-', 22, '-', 2)}
{'BM': -37972550.883685485, 'ijk': (16, '-', 24, '-', 11)}
{'BM': -37976049.762949385, 'ijk': (5, '-', 1, '-', 21)}
{'BM': -37977033.95497471, 'ijk': (13, '-', 18, '-', 25)}
{'BM': -37978645.04869977, 'ijk': (14, '-', 19, '-', 20)}
{'BM': -37985172.602069974, 'ijk': (12, '-', 12, '-', 7)}
{'BM': -37997177.968122065, 'ijk': (14, '-', 20, '-', 24)}
{'BM': -38000327.78026772, 'ijk': (17, '-', 27, '-', 6)}
{'BM': -38005795.93576152, 'ijk': (6, '-', 3, '-', 21)}
{'BM': -38017282.05602033, 'ijk': (16, '-', 20, '-', 3)}
{'BM': -38035726.409573525, 'ijk': (7, '-', 5, '-', 21)}
{'BM': -38042898.96102121, 'ijk': (15, '-', 29, '-', 27)}
{'BM': -38052728.43692672, 'ijk': (16, '-', 21, '-', 7)}
{'BM': -38056953.55463025, 'ijk': (15, '-', 28, '-', 26)}
{'BM': -38057126.67071438, 'ijk': (17, '-', 25, '-', 3)}
{'BM': -38063347.51559419, 'ijk': (16, '-', 20, '-', 5)}
{'BM': -38065413.50560181, 'ijk': (12, '-', 15, '-', 21)}
{'BM': -38073820.488353774, 'ijk': (6, '-', 1, '-', 12)}
{'BM': -38074814.5121183, 'ijk': (8, '-', 7, '-', 21)}
{'BM': -38081441.388281204, 'ijk': (9, '-', 7, '-', 12)}
{'BM': -38085711.9533265, 'ijk': (10, '-', 8, '-', 7)}
{'BM': -38087525.76573861, 'ijk': (15, '-', 23, '-', 19)}
{'BM': -38106791.2419551, 'ijk': (14, '-', 23, '-', 28)}
{'BM': -38107906.9991074, 'ijk': (16, '-', 29, '-', 18)}
{'BM': -38109046.27329697, 'ijk': (15, '-', 20, '-', 15)}
{'BM': -38109650.07754432, 'ijk': (16, '-', 26, '-', 14)}
{'BM': -38110067.00855388, 'ijk': (15, '-', 26, '-', 23)}
{'BM': -38121130.66719575, 'ijk': (10, '-', 11, '-', 21)}
{'BM': -38124075.26708215, 'ijk': (7, '-', 3, '-', 12)}
{'BM': -38130127.18779142, 'ijk': (12, '-', 14, '-', 16)}
{'BM': -38153113.779356755, 'ijk': (14, '-', 22, '-', 27)}
{'BM': -38161873.9148024, 'ijk': (12, '-', 13, '-', 12)}
{'BM': -38162775.59479979, 'ijk': (9, '-', 9, '-', 21)}
{'BM': -38164837.8763818, 'ijk': (17, '-', 29, '-', 9)}
{'BM': -38172191.393181175, 'ijk': (8, '-', 5, '-', 12)}
{'BM': -38187241.793975085, 'ijk': (7, '-', 1, '-', 3)}
{'BM': -38194871.61076499, 'ijk': (14, '-', 15, '-', 2)}
{'BM': -38206424.53953589, 'ijk': (15, '-', 22, '-', 18)}
{'BM': -38210871.05416987, 'ijk': (8, '-', 3, '-', 3)}
{'BM': -38212474.156837925, 'ijk': (12, '-', 13, '-', 1)}
{'BM': -38221352.65238534, 'ijk': (5, '-', 2, '-', 26)}
{'BM': -38224670.84602028, 'ijk': (13, '-', 17, '-', 21)}
{'BM': -38231502.5635363, 'ijk': (10, '-', 7, '-', 3)}
{'BM': -38232758.840786904, 'ijk': (14, '-', 16, '-', 7)}
{'BM': -38242592.3724132, 'ijk': (10, '-', 9, '-', 12)}
{'BM': -38244061.08173839, 'ijk': (16, '-', 23, '-', 10)}
{'BM': -38269751.298038, 'ijk': (14, '-', 19, '-', 21)}
{'BM': -38283416.43905626, 'ijk': (6, '-', 4, '-', 26)}
{'BM': -38286980.59187341, 'ijk': (14, '-', 18, '-', 16)}
{'BM': -38302914.83080598, 'ijk': (13, '-', 14, '-', 7)}
{'BM': -38306867.28613014, 'ijk': (17, '-', 28, '-', 8)}
{'BM': -38315207.707304984, 'ijk': (16, '-', 22, '-', 9)}
{'BM': -38323122.44754683, 'ijk': (9, '-', 5, '-', 3)}
{'BM': -38344625.186832435, 'ijk': (7, '-', 6, '-', 26)}
{'BM': -38348271.57212738, 'ijk': (15, '-', 25, '-', 22)}
{'BM': -38358661.970326126, 'ijk': (6, '-', 2, '-', 17)}
{'BM': -38358787.055174045, 'ijk': (7, '-', 4, '-', 17)}
{'BM': -38371465.38686072, 'ijk': (11, '-', 13, '-', 21)}
{'BM': -38375881.596368015, 'ijk': (13, '-', 18, '-', 26)}
{'BM': -38382583.19862114, 'ijk': (17, '-', 26, '-', 5)}
{'BM': -38386336.86766588, 'ijk': (7, '-', 2, '-', 8)}
{'BM': -38394394.06898321, 'ijk': (13, '-', 13, '-', 3)}
{'BM': -38399380.66038519, 'ijk': (10, '-', 12, '-', 26)}
{'BM': -38404260.34178684, 'ijk': (15, '-', 27, '-', 25)}
{'BM': -38405332.39167384, 'ijk': (9, '-', 8, '-', 17)}
{'BM': -38409031.166658215, 'ijk': (15, '-', 19, '-', 12)}
{'BM': -38422381.01882633, 'ijk': (8, '-', 6, '-', 17)}
{'BM': -38423105.21770216, 'ijk': (15, '-', 21, '-', 17)}
{'BM': -38424752.91747863, 'ijk': (11, '-', 9, '-', 3)}
{'BM': -38424963.19245282, 'ijk': (8, '-', 8, '-', 26)}
{'BM': -38432784.71505209, 'ijk': (10, '-', 10, '-', 17)}
{'BM': -38435215.676297404, 'ijk': (11, '-', 11, '-', 12)}
{'BM': -38450779.3203044, 'ijk': (9, '-', 10, '-', 26)}
{'BM': -38457877.506857604, 'ijk': (14, '-', 26, '-', 1)}
{'BM': -38458976.235907495, 'ijk': (15, '-', 18, '-', 7)}
{'BM': -38461990.46823057, 'ijk': (14, '-', 17, '-', 12)}
{'BM': -38468238.50979017, 'ijk': (15, '-', 24, '-', 21)}
{'BM': -38486853.79019795, 'ijk': (14, '-', 21, '-', 26)}
{'BM': -38494826.344084464, 'ijk': (8, '-', 4, '-', 8)}
{'BM': -38497320.50354255, 'ijk': (12, '-', 11, '-', 3)}
{'BM': -38499495.62027456, 'ijk': (16, '-', 25, '-', 13)}
{'BM': -38512579.136499636, 'ijk': (10, '-', 8, '-', 8)}
{'BM': -38516177.28727443, 'ijk': (16, '-', 27, '-', 16)}
{'BM': -38529792.525377385, 'ijk': (16, '-', 24, '-', 12)}
{'BM': -38531692.6749357, 'ijk': (13, '-', 15, '-', 12)}
{'BM': -38535299.884102196, 'ijk': (16, '-', 28, '-', 17)}
{'BM': -38566803.47349471, 'ijk': (9, '-', 6, '-', 8)}
{'BM': -38568175.96532054, 'ijk': (11, '-', 12, '-', 17)}
{'BM': -38582927.39968, 'ijk': (14, '-', 15, '-', 3)}
{'BM': -38586290.67689231, 'ijk': (17, '-', 25, '-', 4)}
{'BM': -38586593.53488418, 'ijk': (16, '-', 20, '-', 6)}
{'BM': -38590493.4695826, 'ijk': (14, '-', 18, '-', 17)}
{'BM': -38597184.56858808, 'ijk': (5, '-', 1, '-', 22)}
{'BM': -38600954.158125296, 'ijk': (11, '-', 14, '-', 26)}
{'BM': -38610867.78404253, 'ijk': (8, '-', 7, '-', 22)}
{'BM': -38613332.76090502, 'ijk': (12, '-', 14, '-', 17)}
{'BM': -38614878.4604622, 'ijk': (14, '-', 20, '-', 25)}
{'BM': -38615848.95418857, 'ijk': (16, '-', 21, '-', 8)}
{'BM': -38616330.749039315, 'ijk': (15, '-', 18, '-', 8)}
{'BM': -38626212.01672782, 'ijk': (14, '-', 23, '-', 29)}
{'BM': -38629599.58461432, 'ijk': (6, '-', 3, '-', 22)}
{'BM': -38637121.16507996, 'ijk': (14, '-', 19, '-', 22)}
{'BM': -38637864.24324871, 'ijk': (12, '-', 16, '-', 26)}
{'BM': -38650611.24880323, 'ijk': (17, '-', 27, '-', 7)}
{'BM': -38655638.328690045, 'ijk': (15, '-', 17, '-', 3)}
{'BM': -38671887.99372714, 'ijk': (6, '-', 1, '-', 13)}
{'BM': -38676193.20094485, 'ijk': (10, '-', 9, '-', 13)}
{'BM': -38681470.65979812, 'ijk': (15, '-', 23, '-', 20)}
{'BM': -38690747.1368517, 'ijk': (11, '-', 10, '-', 8)}
{'BM': -38701731.482306, 'ijk': (13, '-', 16, '-', 17)}
{'BM': -38702039.15059019, 'ijk': (13, '-', 14, '-', 8)}
{'BM': -38707097.37952128, 'ijk': (10, '-', 11, '-', 22)}
{'BM': -38707289.23880812, 'ijk': (7, '-', 5, '-', 22)}
{'BM': -38747466.65588006, 'ijk': (13, '-', 19, '-', 1)}
{'BM': -38749826.90595276, 'ijk': (16, '-', 26, '-', 15)}
{'BM': -38751783.77978679, 'ijk': (15, '-', 29, '-', 28)}
{'BM': -38752627.81989797, 'ijk': (15, '-', 20, '-', 16)}
{'BM': -38762923.11729707, 'ijk': (8, '-', 5, '-', 13)}
{'BM': -38763411.24691376, 'ijk': (16, '-', 23, '-', 11)}
{'BM': -38764206.889366575, 'ijk': (9, '-', 9, '-', 22)}
{'BM': -38765432.02276929, 'ijk': (7, '-', 3, '-', 13)}
{'BM': -38769255.324744344, 'ijk': (15, '-', 26, '-', 24)}
{'BM': -38777069.666493446, 'ijk': (7, '-', 1, '-', 4)}
{'BM': -38782516.08474911, 'ijk': (8, '-', 3, '-', 4)}
{'BM': -38801254.33969867, 'ijk': (17, '-', 26, '-', 6)}
{'BM': -38803855.30926694, 'ijk': (13, '-', 13, '-', 4)}
{'BM': -38804061.87112011, 'ijk': (16, '-', 29, '-', 19)}
{'BM': -38804471.58193094, 'ijk': (17, '-', 29, '-', 10)}
{'BM': -38814301.95426636, 'ijk': (15, '-', 25, '-', 23)}
{'BM': -38823219.28909124, 'ijk': (6, '-', 4, '-', 27)}
{'BM': -38827118.77365942, 'ijk': (11, '-', 13, '-', 22)}
{'BM': -38837764.65109031, 'ijk': (9, '-', 10, '-', 27)}
{'BM': -38841886.678681515, 'ijk': (17, '-', 27, '-', 2)}
{'BM': -38844852.022697225, 'ijk': (5, '-', 2, '-', 27)}
{'BM': -38847042.790612884, 'ijk': (13, '-', 15, '-', 13)}
{'BM': -38867229.73883421, 'ijk': (14, '-', 22, '-', 28)}
{'BM': -38867492.07253269, 'ijk': (9, '-', 7, '-', 13)}
{'BM': -38869990.77112116, 'ijk': (7, '-', 6, '-', 27)}
{'BM': -38872103.1192577, 'ijk': (10, '-', 10, '-', 18)}
{'BM': -38876188.397739, 'ijk': (12, '-', 12, '-', 8)}
{'BM': -38884084.7821531, 'ijk': (17, '-', 24, '-', 3)}
{'BM': -38897647.196377434, 'ijk': (10, '-', 7, '-', 4)}
{'BM': -38900231.85555564, 'ijk': (9, '-', 5, '-', 4)}
{'BM': -38908601.30773016, 'ijk': (10, '-', 12, '-', 27)}
{'BM': -38927345.95244078, 'ijk': (14, '-', 16, '-', 8)}
{'BM': -38935323.570144124, 'ijk': (16, '-', 28, '-', 18)}
{'BM': -38937001.163904265, 'ijk': (12, '-', 13, '-', 13)}
{'BM': -38937697.205261275, 'ijk': (15, '-', 22, '-', 19)}
{'BM': -38946667.14998875, 'ijk': (14, '-', 21, '-', 27)}
{'BM': -38947428.45673015, 'ijk': (6, '-', 2, '-', 18)}
{'BM': -38954499.59966791, 'ijk': (12, '-', 15, '-', 22)}
{'BM': -38955504.85476488, 'ijk': (16, '-', 22, '-', 10)}
{'BM': -38975798.80761852, 'ijk': (15, '-', 28, '-', 27)}
{'BM': -38978706.02208016, 'ijk': (14, '-', 15, '-', 4)}
{'BM': -38981295.466977395, 'ijk': (13, '-', 18, '-', 27)}
{'BM': -38993328.00674565, 'ijk': (8, '-', 6, '-', 18)}
{'BM': -39002404.12996017, 'ijk': (7, '-', 4, '-', 18)}
{'BM': -39009078.2092493, 'ijk': (12, '-', 16, '-', 27)}
{'BM': -39011060.53433686, 'ijk': (16, '-', 20, '-', 7)}
{'BM': -39020939.92837007, 'ijk': (12, '-', 11, '-', 4)}
{'BM': -39029564.91888827, 'ijk': (16, '-', 25, '-', 14)}
{'BM': -39031461.60903174, 'ijk': (11, '-', 9, '-', 4)}
{'BM': -39037857.39813467, 'ijk': (8, '-', 4, '-', 9)}
{'BM': -39037921.57042609, 'ijk': (13, '-', 17, '-', 22)}
{'BM': -39044607.58474426, 'ijk': (15, '-', 17, '-', 4)}
{'BM': -39058743.814775735, 'ijk': (7, '-', 2, '-', 9)}
{'BM': -39062973.09111828, 'ijk': (11, '-', 11, '-', 13)}
{'BM': -39063277.45092849, 'ijk': (15, '-', 21, '-', 18)}
{'BM': -39070574.4809569, 'ijk': (16, '-', 21, '-', 2)}
{'BM': -39071119.66796691, 'ijk': (9, '-', 8, '-', 18)}
{'BM': -39073895.81506964, 'ijk': (17, '-', 25, '-', 5)}
{'BM': -39076643.60401752, 'ijk': (15, '-', 24, '-', 22)}
{'BM': -39081591.81499563, 'ijk': (11, '-', 12, '-', 18)}
{'BM': -39087130.342265256, 'ijk': (15, '-', 27, '-', 26)}
{'BM': -39088626.41349191, 'ijk': (12, '-', 14, '-', 18)}
{'BM': -39108439.171069585, 'ijk': (17, '-', 28, '-', 9)}
{'BM': -39108461.819521345, 'ijk': (9, '-', 6, '-', 9)}
{'BM': -39112873.42509855, 'ijk': (10, '-', 8, '-', 9)}
{'BM': -39118080.83125228, 'ijk': (11, '-', 14, '-', 27)}
{'BM': -39128181.057278186, 'ijk': (16, '-', 27, '-', 17)}
{'BM': -39132538.84364046, 'ijk': (8, '-', 8, '-', 27)}
{'BM': -39136158.91646248, 'ijk': (14, '-', 16, '-', 9)}
{'BM': -39167871.412410416, 'ijk': (5, '-', 1, '-', 23)}
{'BM': -39169560.89850132, 'ijk': (12, '-', 12, '-', 1)}
{'BM': -39174832.31697322, 'ijk': (6, '-', 3, '-', 23)}
{'BM': -39178518.54383745, 'ijk': (14, '-', 18, '-', 18)}
{'BM': -39179919.68045424, 'ijk': (16, '-', 21, '-', 9)}
{'BM': -39182965.52066065, 'ijk': (13, '-', 14, '-', 9)}
{'BM': -39184208.91424575, 'ijk': (16, '-', 24, '-', 13)}
{'BM': -39184655.93519755, 'ijk': (14, '-', 20, '-', 26)}
{'BM': -39210400.03197125, 'ijk': (15, '-', 26, '-', 25)}
{'BM': -39214714.940536216, 'ijk': (15, '-', 23, '-', 21)}
{'BM': -39227001.90083446, 'ijk': (7, '-', 5, '-', 23)}
{'BM': -39230937.912976384, 'ijk': (15, '-', 19, '-', 13)}
{'BM': -39233440.93703883, 'ijk': (8, '-', 7, '-', 23)}
{'BM': -39239212.98318718, 'ijk': (13, '-', 16, '-', 18)}
{'BM': -39239849.81799495, 'ijk': (14, '-', 17, '-', 13)}
{'BM': -39252145.21369149, 'ijk': (17, '-', 27, '-', 8)}
{'BM': -39256634.0251328, 'ijk': (15, '-', 20, '-', 17)}
{'BM': -39257344.05305532, 'ijk': (15, '-', 18, '-', 9)}
{'BM': -39263070.55608137, 'ijk': (11, '-', 10, '-', 9)}
{'BM': -39272467.641103126, 'ijk': (6, '-', 1, '-', 14)}
{'BM': -39284854.52542871, 'ijk': (15, '-', 29, '-', 29)}
{'BM': -39300258.18638549, 'ijk': (15, '-', 17, '-', 2)}
{'BM': -39300691.620571904, 'ijk': (14, '-', 25, '-', 1)}
{'BM': -39312670.30829497, 'ijk': (12, '-', 12, '-', 9)}
{'BM': -39326710.448585115, 'ijk': (14, '-', 22, '-', 29)}
{'BM': -39329153.79264353, 'ijk': (16, '-', 23, '-', 12)}
{'BM': -39336896.8086821, 'ijk': (11, '-', 11, '-', 14)}
{'BM': -39339245.74486543, 'ijk': (10, '-', 11, '-', 23)}
{'BM': -39344093.46945678, 'ijk': (7, '-', 3, '-', 14)}
{'BM': -39344640.80275668, 'ijk': (8, '-', 5, '-', 14)}
{'BM': -39351519.18629278, 'ijk': (15, '-', 28, '-', 28)}
{'BM': -39362628.46346433, 'ijk': (17, '-', 24, '-', 4)}
{'BM': -39367039.517219074, 'ijk': (9, '-', 9, '-', 23)}
{'BM': -39375663.6609353, 'ijk': (7, '-', 1, '-', 5)}
{'BM': -39376552.68491289, 'ijk': (13, '-', 17, '-', 23)}
{'BM': -39394617.78970236, 'ijk': (16, '-', 29, '-', 20)}
{'BM': -39418953.79670511, 'ijk': (8, '-', 3, '-', 5)}
{'BM': -39426481.27867407, 'ijk': (10, '-', 12, '-', 28)}
{'BM': -39431866.5220381, 'ijk': (10, '-', 9, '-', 14)}
{'BM': -39447954.695630975, 'ijk': (15, '-', 22, '-', 20)}
{'BM': -39448688.94220512, 'ijk': (5, '-', 2, '-', 28)}
{'BM': -39449697.006127186, 'ijk': (9, '-', 7, '-', 14)}
{'BM': -39453364.29924143, 'ijk': (12, '-', 13, '-', 14)}
{'BM': -39455017.263689995, 'ijk': (15, '-', 25, '-', 24)}
{'BM': -39458071.10116699, 'ijk': (6, '-', 4, '-', 28)}
{'BM': -39465850.387785316, 'ijk': (7, '-', 6, '-', 28)}
{'BM': -39470489.93332236, 'ijk': (16, '-', 26, '-', 16)}
{'BM': -39492166.5196658, 'ijk': (17, '-', 26, '-', 2)}
{'BM': -39528668.65314656, 'ijk': (17, '-', 26, '-', 7)}
{'BM': -39543561.51657648, 'ijk': (13, '-', 15, '-', 14)}
{'BM': -39547654.29372385, 'ijk': (16, '-', 22, '-', 11)}
{'BM': -39553681.42598175, 'ijk': (15, '-', 19, '-', 14)}
{'BM': -39560040.8520144, 'ijk': (10, '-', 7, '-', 5)}
{'BM': -39561377.83747704, 'ijk': (6, '-', 2, '-', 19)}
{'BM': -39566468.40696741, 'ijk': (17, '-', 29, '-', 11)}
{'BM': -39572035.094931774, 'ijk': (11, '-', 9, '-', 5)}
{'BM': -39577622.063873276, 'ijk': (14, '-', 15, '-', 5)}
{'BM': -39581476.81214826, 'ijk': (16, '-', 28, '-', 19)}
{'BM': -39586591.57560823, 'ijk': (16, '-', 20, '-', 8)}
{'BM': -39598713.63072045, 'ijk': (9, '-', 8, '-', 19)}
{'BM': -39601708.849923365, 'ijk': (16, '-', 25, '-', 15)}
{'BM': -39602522.96488853, 'ijk': (12, '-', 15, '-', 23)}
{'BM': -39602914.03634351, 'ijk': (15, '-', 17, '-', 5)}
{'BM': -39611961.0936396, 'ijk': (13, '-', 13, '-', 5)}
{'BM': -39614762.16558841, 'ijk': (9, '-', 5, '-', 5)}
{'BM': -39619355.583231874, 'ijk': (17, '-', 25, '-', 6)}
{'BM': -39636586.6637971, 'ijk': (7, '-', 4, '-', 19)}
{'BM': -39640401.06686668, 'ijk': (11, '-', 13, '-', 23)}
{'BM': -39641754.007357486, 'ijk': (14, '-', 21, '-', 28)}
{'BM': -39643691.034181625, 'ijk': (8, '-', 8, '-', 28)}
{'BM': -39648361.63004734, 'ijk': (7, '-', 2, '-', 10)}
{'BM': -39650337.130605, 'ijk': (11, '-', 14, '-', 28)}
{'BM': -39677039.756843634, 'ijk': (16, '-', 21, '-', 10)}
{'BM': -39681752.472101524, 'ijk': (12, '-', 11, '-', 5)}
{'BM': -39687723.50486286, 'ijk': (8, '-', 6, '-', 19)}
{'BM': -39690292.73922749, 'ijk': (13, '-', 18, '-', 1)}
{'BM': -39696053.58745192, 'ijk': (16, '-', 19, '-', 4)}
{'BM': -39697235.01312364, 'ijk': (8, '-', 4, '-', 10)}
{'BM': -39702405.68636928, 'ijk': (11, '-', 12, '-', 19)}
{'BM': -39704589.57202888, 'ijk': (15, '-', 24, '-', 23)}
{'BM': -39705188.67701832, 'ijk': (17, '-', 28, '-', 10)}
{'BM': -39705819.04018585, 'ijk': (16, '-', 19, '-', 3)}
{'BM': -39712928.17170609, 'ijk': (10, '-', 8, '-', 10)}
{'BM': -39718142.70807623, 'ijk': (14, '-', 17, '-', 14)}
{'BM': -39720671.350433275, 'ijk': (15, '-', 21, '-', 19)}
{'BM': -39723994.22319405, 'ijk': (14, '-', 19, '-', 23)}
{'BM': -39726807.727785, 'ijk': (10, '-', 10, '-', 19)}
{'BM': -39744573.962875165, 'ijk': (8, '-', 2, '-', 1)}
{'BM': -39745936.179637395, 'ijk': (9, '-', 10, '-', 28)}
{'BM': -39746236.06901704, 'ijk': (9, '-', 6, '-', 10)}
{'BM': -39761812.9874867, 'ijk': (16, '-', 27, '-', 18)}
{'BM': -39762296.253868625, 'ijk': (12, '-', 16, '-', 28)}
{'BM': -39765958.46973642, 'ijk': (7, '-', 5, '-', 24)}
{'BM': -39773064.17610483, 'ijk': (8, '-', 7, '-', 24)}
{'BM': -39776946.51095185, 'ijk': (14, '-', 16, '-', 10)}
{'BM': -39783120.67362961, 'ijk': (9, '-', 9, '-', 24)}
{'BM': -39787414.0657305, 'ijk': (13, '-', 16, '-', 19)}
{'BM': -39788641.63695262, 'ijk': (5, '-', 1, '-', 24)}
{'BM': -39795911.40699642, 'ijk': (9, '-', 4, '-', 1)}
{'BM': -39798550.03457267, 'ijk': (12, '-', 14, '-', 19)}
{'BM': -39802149.26499852, 'ijk': (10, '-', 6, '-', 1)}
{'BM': -39802959.2408404, 'ijk': (14, '-', 20, '-', 27)}
{'BM': -39815938.80387148, 'ijk': (11, '-', 10, '-', 10)}
{'BM': -39816783.68942789, 'ijk': (17, '-', 24, '-', 5)}
{'BM': -39824151.853896484, 'ijk': (6, '-', 3, '-', 24)}
{'BM': -39829279.685210265, 'ijk': (14, '-', 18, '-', 19)}
{'BM': -39830184.16612129, 'ijk': (15, '-', 27, '-', 27)}
{'BM': -39830683.74603499, 'ijk': (15, '-', 26, '-', 26)}
{'BM': -39834622.18182605, 'ijk': (16, '-', 24, '-', 14)}
{'BM': -39837294.45037951, 'ijk': (12, '-', 12, '-', 10)}
{'BM': -39852100.21797902, 'ijk': (15, '-', 18, '-', 10)}
{'BM': -39876733.83608837, 'ijk': (17, '-', 23, '-', 3)}
{'BM': -39881799.34849317, 'ijk': (6, '-', 1, '-', 15)}
{'BM': -39884251.683313735, 'ijk': (16, '-', 23, '-', 13)}
{'BM': -39896771.90383666, 'ijk': (11, '-', 13, '-', 24)}
{'BM': -39899222.631610826, 'ijk': (15, '-', 23, '-', 22)}
{'BM': -39924234.175257504, 'ijk': (15, '-', 20, '-', 18)}
{'BM': -39924477.7066039, 'ijk': (16, '-', 20, '-', 2)}
{'BM': -39930573.98175908, 'ijk': (7, '-', 3, '-', 15)}
{'BM': -39958219.252000354, 'ijk': (16, '-', 26, '-', 17)}
{'BM': -39961093.9564118, 'ijk': (8, '-', 5, '-', 15)}
{'BM': -39969452.332536794, 'ijk': (16, '-', 29, '-', 21)}
{'BM': -39977054.63476698, 'ijk': (10, '-', 9, '-', 15)}
{'BM': -39977225.1336015, 'ijk': (16, '-', 19, '-', 5)}
{'BM': -39979084.834493, 'ijk': (13, '-', 18, '-', 28)}
{'BM': -39980435.94517981, 'ijk': (7, '-', 1, '-', 6)}
{'BM': -40003580.29994683, 'ijk': (17, '-', 29, '-', 12)}
{'BM': -40007063.32882561, 'ijk': (17, '-', 27, '-', 9)}
{'BM': -40011299.23921769, 'ijk': (13, '-', 14, '-', 10)}
{'BM': -40018576.30821071, 'ijk': (9, '-', 7, '-', 15)}
{'BM': -40021649.642054215, 'ijk': (8, '-', 3, '-', 6)}
{'BM': -40035149.05432772, 'ijk': (5, '-', 2, '-', 29)}
{'BM': -40048141.21262926, 'ijk': (10, '-', 11, '-', 24)}
{'BM': -40052736.76297742, 'ijk': (15, '-', 22, '-', 21)}
{'BM': -40053906.76802831, 'ijk': (14, '-', 17, '-', 15)}
{'BM': -40066708.74373188, 'ijk': (9, '-', 5, '-', 6)}
{'BM': -40068125.17535794, 'ijk': (14, '-', 24, '-', 1)}
{'BM': -40082840.047711164, 'ijk': (6, '-', 4, '-', 29)}
{'BM': -40083439.7580317, 'ijk': (16, '-', 25, '-', 16)}
{'BM': -40091469.05915041, 'ijk': (15, '-', 28, '-', 29)}
{'BM': -40092121.72601404, 'ijk': (13, '-', 17, '-', 24)}
{'BM': -40107128.992777154, 'ijk': (16, '-', 20, '-', 9)}
{'BM': -40107513.06137921, 'ijk': (10, '-', 7, '-', 6)}
{'BM': -40109660.627410315, 'ijk': (7, '-', 6, '-', 29)}
{'BM': -40123193.006418504, 'ijk': (15, '-', 25, '-', 25)}
